X,Y,tourism,name,ele,operator,website,wikidata,wikipedia,reg_name,phone,capacity,url,amenity,internet_access,addr:city,addr:postcode,opening_hours,email,addr:street,alt_name,name:de,rooms,addr:housenumber,place,access,beds,wheelchair,addr:country,contact:phone,cuisine,description,smoking,AlpinRes_ID,contact:email,internet_access:fee,reservation,shower,toilets,winter_room
9.3663244,46.5706547,alpine_hut,Menn's Buurastübli,1434,Menn Martin & Bettina,,,,,+41 81 664 10 42,,,,wlan,,,,m.menn@bluewin.ch,,,,,,,,,,,,,,,,,no,,,,
9.1669634,46.6214933,alpine_hut,Hängela,,,,,,,,,http://www.sac-albis.ch/huetten/haengela-clubhuette/,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.2760238,46.6247056,alpine_hut,Turrahus,1694,,https://www.turrahus.ch/,,,,,,,,,Thalkirch,7109,,,,,,,,,,,,CH,,,,,,,,,,,
9.2817225,46.6588023,alpine_hut,Camaner-Ställi,,,,,,,,,,,,Safien,7107,,,Camana,,,,,,,,,,,,,,,,,,,,
9.1449707,46.7201228,alpine_hut,,,,,,,,,,,,,,,,,Pravadun,,,,,,,,,,,,,,,,,,,,
9.3072971,46.7428823,alpine_hut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.3590157,46.5933288,alpine_hut,Cufercalhütte SAC,2385,SAC - CAS,,,,Bündner Alpen,,,http://www.cufercal.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.652005,46.4928284,alpine_hut,Alp Natons,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.5530208,46.5611024,alpine_hut,Berghaus Radons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.7944505,46.491475,alpine_hut,Alp Suvretta,,,,,,,,,,,,,,,,,,,,,locality,,,,,,,,,,,,,,,
9.7244293,46.52928,alpine_hut,Chamanna Jenatsch,,,http://www.chamannajenatsch.ch,Q1060446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.6927017,46.5714327,alpine_hut,Alp d'Err,2177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.8180486,46.4980854,alpine_hut,Alp Giop,,,,,,,,,,,,,,,,,,,,,locality,,,,,,,,,,,,,,,
9.8289958,46.5047641,alpine_hut,Alp Nova,,,,,,,,,,,,,,,,,,,,,locality,,,,,,,,,,,,,,,
9.6437835,46.7308966,alpine_hut,Ramozhütte,2293,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.6919131,46.6187485,alpine_hut,Chamonas d'Ela CAS,2252,SAC - CAS,,,,Bündner Alpen,,,http://www.sac-davos.ch,vending_machine,,,,,,,,,,,,,,,,,,,,,,,,,,
9.7209163,46.6234537,alpine_hut,Chamanna D'Uglix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.7971924,46.5934046,alpine_hut,Alp Zavretta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.8144145,46.7473464,alpine_hut,Hubelhütte,2281,,,,,,,,,,,,,,,,,,,,isolated_dwelling,,,,,,,,,,,,,,,
9.1883141,46.8925555,alpine_hut,Martinsmadhütte,2002,SAC Sektion Randen,https://martinsmadhuette.ch/,Q21037128,de:Martinsmadhütte,,+41 55 642 1212,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.2246313,46.9021783,alpine_hut,Mountain Lodge Segnespass,2627,,http://www.segnespass.ch,,,,+41 79 7040594,,,cafe,,,,Jul-Sep,,,Segnespasshütte,,,,,,,,,,,,,,,,,,,
9.2399194,46.8676964,alpine_hut,Segneshütte,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,
9.3806466,46.8657736,alpine_hut,Ringelspitzhütte SAC,1998,SAC - CAS,,Q57150019,,"Glarner und St. Galler Alpen, Alpstein",,,http://www.ringelspitz.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.4822113,46.883014,alpine_hut,Calandahütte SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.1839568,47.0109718,alpine_hut,Skihütte Mülibachtal,1763,,,,,,+41 79 291 23 49,,,,,,,"""Geöffnet nach telefonische Reservierung""",,,,,,,,,,,,,,,,,,,,,,
9.4617333,47.0062589,alpine_hut,Paradiel Mittelsäss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.6652302,46.8544397,alpine_hut,Skihaus Hochwang,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.6831749,46.8604843,alpine_hut,Alpweg,,,,,,,,,,,,,,,,,,Alpweg,,,,,,,,,,,,,,,,,,
9.8139069,46.8808585,alpine_hut,Skihaus Schifer,1570.2,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,
9.5208613,46.9615594,alpine_hut,Naturfreunde Haus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.5832053,47.0177953,alpine_hut,Mittelsäss,1773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.5523761,47.0246137,alpine_hut,Heidialp,,,http://www.heidialp-ochsenberg.ch,,,,+41792212930,,,restaurant,,,,,,,,,,,isolated_dwelling,,,,,,regional,,,,,,,,,
9.0811966,47.1690125,alpine_hut,Federihütte,1375,,http://federihuette.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.1058501,47.2201601,alpine_hut,Tanzbodenhütte,,SAC Sektion Pfannenstiel,http://www.sac-pfannenstiel.ch/berghuette-tanzboden,,,,,,,,,Rieden,8739,,,Tanzboden,,,,1,,,,,,,,,,,,,,,,
9.2614107,47.1411648,alpine_hut,Alp Schrina,1285,,http://alp-schrina.ch,,,,+41 81 735 24 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.2274559,47.1983112,alpine_hut,Ochsenlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.2974207,47.2611422,alpine_hut,Berggasthaus Chräzerli,,,http://www.chraezerli.ch/,,,,+41 71 364 11 24,,,,,,,,info@chraezerli.ch,,,,,,,,,,,,,,,,,,,,,
9.414399,47.109515,alpine_hut,Gipfelhütte Alvier,2343,,http://www.vs-wallis.ch/stgallen/huetverz/alvier.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.4476517,47.1243233,alpine_hut,Schihus Wisliboda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.4475301,47.1252284,alpine_hut,Alp Wisliboda,1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.4392013,47.1269863,alpine_hut,Alp Arin,1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.414385,47.2834049,alpine_hut,Berggasthaus Aescher-Wildkirchli,,,http://www.aescher-ai.ch,Q56239682,,,+41 71 799 11 42,,,restaurant,,,,closed,,,,,,,,,,,,,,,,,,,,,,
9.4476311,47.266992,alpine_hut,Tannhütte NFS,1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.4848586,47.2758308,alpine_hut,Rohralpe,1200,,,,,,,,,restaurant,,,,,,,,,,,locality,,,,,,,,,,,,,,,
9.5131916,47.305714,alpine_hut,Inneralp,1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.5022738,47.3117896,alpine_hut,Eichenwieser Schwamm,1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.9250798,46.4152334,alpine_hut,Chamanna da Boval CAS,2495,SAC - CAS,,Q895339,,Bündner Alpen,,,http://www.sac-bernina.ch,,,,,,,,,Boval-Hütte,,,,,,,,,,,,,,,,,,
9.96505,46.4122405,alpine_hut,Berghaus Diavolezza,2976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.9557591,46.4871562,alpine_hut,Georgy's Hütte,3180,,,Q15221546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.9028553,46.6114306,alpine_hut,Chamanna d'Es-cha,2594,SAC - CAS,https://www.sac-bernina.ch/,,,,,,,,,Zuoz,7524,,,,,,,,,,,,,,,,,,,,,,,
9.8751431,46.6451302,alpine_hut,Chamanna digl Kesch,2625,Ursina + Reto Barblan,http://www.kesch.ch,,,,+41 81 407 11 34,,,,no,,,,kesch@kesch.ch,,,Keschhütte SAC,,,,,,no,,,,,no,,,,,,,
10.0145065,46.6526087,alpine_hut,Alp Dros Bunom,,,,,,,,,,,,,,,,,,Alp Dros Bunom,,,,,,,,,,,,,,,,,,
9.9606012,46.7100833,alpine_hut,Grialetschhütte,2542,,https://www.grialetsch.ch/,Q1373212,de:Grialetschhütte,,+41 81 416 34 36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0290048,46.5885059,alpine_hut,Alp Vaüglia,,,,,,,,,,,,,,,,,,Alp Vaüglia,,,,,,,,,,,,,,,,,,
10.1177302,46.6629057,alpine_hut,Chamanna Cluozza,1882,,,Q1060448,de:Chamanna Cluozza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.9829347,46.8141561,alpine_hut,Berghaus Vereina,1943,,https://berghausvereina.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.964737,46.86897,alpine_hut,Fergenhütte,2141,Schweizer Alpen-Club Sektion Prättigau,https://www.sac-praettigau.ch/,,,Bündner Alpen,+41 79 848 08 25,21,,,,,,24/7,,,Fergenhütte SAC,,,,,,,,,,,"Hütte ist nicht bewartet, verfügt aber über Kochgelegenheiten (Holz).",,,,,,,,yes
10.0094258,46.8739007,alpine_hut,Seetalhütte,2065,Schweizer Alpen-Club Sektion Prättigau,seetalhuette.ch,Q2265696,de:Seetalhütte,Bündner Alpen,+41 81 422 54 88,12,,toilets,,,,"Jun-Oct;""Die genaue Oeffnung am besten telefonisch überprüfen""",,,Seetalhütte SAC,,,,,,,,,,,"Hütte ist nicht bewartet, verfügt aber über Kochgelegenheiten (Gas und Holz).",,,,,,,,
10.0829135,46.7793865,alpine_hut,Chamanna dal Linard,2327,Club Alpin Svizzer - Secziun Engiadina Bassa,,,,Bündner Alpen,+41 79 629 61 91,46,http://www.linardhuette.ch/,,,,,"Jul-Sep Su[2] Mo-Su; Sep-Oct Su[3] Fr-Su;""Die genaue Oeffnung am besten auf der Website überprüfen""",,,Chamanna dal Linard CAS,,,,,,,,,,,,,,,,,,,yes
10.1006355,46.7813395,alpine_hut,Alp Lavinuoz Dadoura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0936893,46.793036,alpine_hut,Alp d'immez,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0217709,46.822175,alpine_hut,Vernela-Hütte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.155919,46.7886969,alpine_hut,Alp Sura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1726291,46.7921898,alpine_hut,Murtera Dadoura,2142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1804121,46.7930243,alpine_hut,Murtera Dadaint,2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1755122,46.7968433,alpine_hut,Maranguns,2303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1841707,46.7997788,alpine_hut,Chamanna Cler,2476,,http://www.ski-ardez.ch/seite_chamonna.htm,,,,,,,,,,,,,,,,,,,private,,,,+41 81 862 21 96,,,,,jon-fadri@bluewin.ch,,,,,
10.1324884,46.8307354,alpine_hut,Chamonna Tuoi,2250,Club Alpin Svizzer - Secziun Engiadina Bassa,https://www.tuoi.ch/,Q1060906,,Bündner Alpen,+41 81 862 23 22,74,,,,,,"Jun Sa[2]-Oct Su[-2]; Dec 26-Jan Su[1];""Die genaue Oeffnung am besten auf der Website überprüfen""",,,Chamonna Tuoi CAS,,,,,,,,,,,,,,,,,,,yes
10.0414541,46.8545438,alpine_hut,Silvrettahütte,2341,Schweizer Alpen-Club Sektion St. Gallen,https://www.silvrettahuette.ch,Q2286881,de:Silvrettahütte,Bündner Alpen,+41 81 422 13 06,57,,,,,,"Feb Sa[3]-Apr Su[4]; Jun Sa[3]-Oct Su[2];""Die genaue Oeffnung am besten auf der Website überprüfen""",,,Silvrettahütte SAC,,,,,,,,,,,,,,,,,,,yes
9.9109048,46.9512788,alpine_hut,Madrisahütte,1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.203896,46.824407,alpine_hut,Alp Valmala,1980,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,alpine_hut,,,,,,,,,
10.2449704,46.8143889,alpine_hut,Alp Clünas,2444,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,
