X,Y,tourism,name,website,addr:street,addr:housenumber,addr:postcode,addr:city,phone,internet_access,operator,addr:country,email,amenity,contact:phone,rooms,contact:email,wheelchair,internet_access:fee,contact:website,smoking,opening_hours,guest_house,contact:addr,alt_name,beds,cuisine,description,contact:mobile,name:en,name:fr,addr:housename,contact:fax,designation,ele,name:de,outdoor_seating
8.7142879,47.0683406,guest_house,Pension Mythenstube,https://www.mythenstube.ch/,Dorfstrasse,50,8849,,+41555568389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0244042,46.9461635,guest_house,Im Bahnhof,https://www.im-bahnhof.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.3644722,46.5709448,guest_house,Herberge zum Tobel,http://tobelherberge.ch/,Bachstrasse,15,7434,Sufers,+41 81 6309148,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
9.1797952,46.6180692,guest_house,Brücke 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.4301224,46.6296705,guest_house,Usteria Brevegn - Gasthaus Beverin,,,,,Donat,+41 (0)81 661 11 67,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.441399,46.6352591,guest_house,Hotel Pro L'ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.4445254,46.6336661,guest_house,Juan Jion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.4245918,46.6497022,guest_house,Legreia BnB,https://www.legreia.ch,Orta,56 B,7433,,,,,,info@legreia.ch,,,,,,,,,,,,,,,,,,,,,,,,
9.3462004,46.6777154,guest_house,Berggasthaus Beverin,http://www.berggasthaus-beverin.com/index.php,Glaspass,,7428,Glas/Tschappina,+41 81 6511323,,Willi Scheuble,,,restaurant,,,,,,,,,,,,,regional,Room from 52 CHF,,,,,,,,,yes
9.4396747,46.6972061,guest_house,B&B Gyger,https://www.gyger-thusis.ch/,,,,,+41  81 651 11 23,yes,,,info@gyger-thusis.ch,,,,,,yes,,,,,,,,,,,,,,,,,,
9.4501132,46.714292,guest_house,"Waldheim, Fam. Bauer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.7615544,46.419284,guest_house,Chesa Pool,http://www.pensiun-chesapool.ch/,Via da Platta,5,7514,Fex,+41 81 838 59 00,,,CH,info@pensiun-chesapool.ch,,,,,,,,,,,,,,,,,,,,,,,,
9.7944695,46.4611457,guest_house,Aparthotel Chesa Bellaval,http://www.chesa-bellaval.ch,Via suot Pignia,9,7513,Silvaplana,+41 81 8387400,,,CH,info@chesa-bellaval.ch,,,,,,,,,,,,,,,,,,,Aparthotel Chesa Bellaval,,,,,
9.7962352,46.4603392,guest_house,Conrad's Mountain Lodge,,Via dal Farrer,1,7513,Silvaplana,+41 81 8288333,,,CH,mail@com-lodge.com,restaurant,,,,,,,,,,,,,,,,,,Conrad's Mountain Lodge,,,,,
9.7975008,46.459829,guest_house,Chesa Silva,,Via Munterots,1,7513,Silvaplana,+41 81 8386060,,Passion Engadin GmbH,CH,,,,,,,,,,,,,,,,,,,,Chesa Silva,,,,,
9.8192424,46.4826645,guest_house,Chesa Spuondas,https://www.chesaspuondas.ch/,,,,,,,,,,,,,,,,,,,,,,,,pro juventute,,,,,,,,,
9.8291931,46.4810642,guest_house,River Inn,,,,,,,,,,,,,,,,,,,,bed_and_breakfast,,,,,,,,,,,,,,
9.8432995,46.5004885,guest_house,Central Apartment,,Via Maistra,41,7500,St. Moritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.8417523,46.5012681,guest_house,Chesa Ilaria,,Via Brattas,27,7500,St. Moritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.8419402,46.5020273,guest_house,Splendida,,Via Brattas,32,7500,St. Moritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.575795,46.6243651,guest_house,Gasthaus Alpina,http://www.gasthaus-alpina.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.5494857,46.6748185,guest_house,Alpenblick,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,
9.2143329,46.7746061,guest_house,Landgasthaus zum Glenner,https://www.landgasthof-glenner.ch/,Glennerstrasse,40,,,+41 81 925 20 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.2834721,46.7867596,guest_house,BnB Buchli,,Tamunt,17,7122,Valendas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.4504648,47.0245302,guest_house,Gasthof Linde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.5285437,46.8612566,guest_house,Omar Basam,,Aspermontstrasse,8,7000,,+41 76 535 18 00,wlan,,CH,,,,,,,,,,24/7,,,,,,,,,,,,,,,
9.7378336,46.8417875,guest_house,Skihaus Casanna,,,,,,+41 81 374 20 82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.8225673,46.7868334,guest_house,Suvretta Guest House,,Skistrasse,2,7270,Davos Platz,,,,CH,,,,,,no,,,,,,,,,,,,,,,,,,,
9.8248179,46.7933207,guest_house,Bolgenschanze,,,,,,,,,,,nightclub,,,,,,,,,,,,,,,,,,,,,,,
9.8368035,46.8012841,guest_house,,https://www.studio54-davos.ch/,,,7270,,+41 79 962 67 49,wlan,,CH,studio54davos@gmail.com,,,,,,,,,,,,,,,,,Studio 54,,,,,,,
9.829504,46.8026831,guest_house,Haus Waldschlössli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.7543788,46.9315777,guest_house,Pension Diana,http://www.restaurantdiana.com/,,,,,+41 81 332 18 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.5294503,47.0048328,guest_house,Victor's Bed & Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.7357966,46.9906868,guest_house,Gasthaus Pension Gaisschära,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.7373164,46.991303,guest_house,Berggasthaus Post Schuders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.8113999,46.9631598,guest_house,Haus Türli,http://www.haus-tuerli.eu/,,,7246,St. Antönien,+41 81 332 20 60,yes,Anke & Hanspeter Sutter,CH,anke.sutter@quickmail.ch,,,4,,,no,,,,,,,,,,+41 79 268 17 05,,,,,,,,
8.7799186,47.1969932,guest_house,Schlaf im Stroh,http://www.luetzelhof.ch,,,,,+41 55 420 21 93,,Lützelhof,,,,,,,,,,,,,,,,,,,,,,,,,,
8.6686218,47.2322209,guest_house,,,Grünaustrasse,4,8820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.6237696,47.275272,guest_house,Mary’s Pillow B&B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.719831,47.2415071,guest_house,Macartney Guesthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.5221418,47.3624929,guest_house,Vision Apartments,https://visionapartments.com/,Wolframplatz,1,,,,,Vision Management Services,,,,,,,yes,,,,,,,,,,,,,,,,,,,
8.548798,47.3639751,guest_house,MiMo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.4866699,47.3899434,guest_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.5101778,47.3764203,guest_house,Swiss Star Apartments,https://swiss-star.com/properties/apartmenthouse-zurich-aussersihl-3/,Aemtlerstrasse,160,8003,Zürich,,,Apartments Swiss Star,CH,,,,26,,,,,,,,,,,,,,,,,,,,,
8.5161801,47.3741483,guest_house,Guesthouse District 3,https://swiss-star.com/properties/guesthouse-zurich-aussersihl-6/,,,,,+41 43 255 57 57,wlan,Apartments Swiss Star,,info@apartments-swiss-star.ch,,,17,,no,no,,,,,,Guesthouse Gertrudstrasse,,,,,,,,,,,,
8.5185848,47.3737008,guest_house,Guesthouse Westend,,Weststrasse,152,8003,Zürich,,,Apartments Swiss Star,CH,,,+41 43 255 57 57,14,info@apartments-swiss-star.ch,,,https://swiss-star.com/properties/guesthouse-zurich-aussersihl-4/,,,,,,,,,,,,,+41 43 255 57 58,,,,
8.5280646,47.3775633,guest_house,Swiss Star Guesthouse District 4,https://swiss-star.com/,Brauerstrasse,24,8004,Zürich,,,,CH,,,,,,,,,,,,,,,,,,,,,,,,,
8.5301345,47.383134,guest_house,Swiss Star Longstreet,https://swiss-star.com/properties/swiss-star-longstreet/,Langstrasse,213,8005,Zürich,,wlan,Apartments Swiss Star,CH,,,,,,,no,,no,,,,Casa Heinrich,,,,,,,,,,,,
8.5483744,47.3826103,guest_house,Swiss Star University,https://swiss-star.com/properties/apartmenthouse-zurich-oberstrass/,Universitätstrasse,80/82,8006,Zürich,,,Apartments Swiss Star,CH,,,,15,,,,,,,,,,,,,,,,,,,,,
8.5422736,47.4094443,guest_house,Guesthouse Oerlikon,https://swiss-star.com/properties/guesthouse-zurich-oerlikon-3/,Baumackerstrasse,47,8050,Zürich,,,Apartments Swiss Star,CH,,,,23,,,,,,,,,,,,,,,,,,,,,
8.5469861,47.4140516,guest_house,Apartments Swiss Star,,Friesstrasse,8,8050,Zürich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.7932867,47.2589722,guest_house,Im Röseligarten,http://www.roeseligarten.ch/,Oberwolfhauserstrasse,17a,8633,Wolfhausen,+41 55 243 46 46,,,,info@roeseligarten.ch,,,,,,,,,,bed_and_breakfast,,,,,,,,,,,,,,
9.0341492,47.2248457,guest_house,Schlafen im Stroh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.127803,47.2627415,guest_house,Speerblick,,Rosenbüelstrasse,46,9642,Ebnat-Kappel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.1283297,47.2623672,guest_house,Missionshaus Arche,,Rosenbüelstrasse,48,9642,Ebnat-Kappel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.9120493,47.2984414,guest_house,Bed&Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.9130739,47.3151524,guest_house,Drossli,,,,,,,,,,,,,,,,,,,Mar-Oct 16:00+,,,,,,,,,,,,,,,
8.8255048,47.3933917,guest_house,B&B Zürcher Oberland,http://www.bnb-zo.ch,Hermatswilerstrasse,50,8330,Hermatswil,+41 44 950 50 48,,,,info@bnb-zo.ch,,,,,,,,,,,,,,,,,,,,,,,,
8.8475898,47.428762,guest_house,Casa Almeida B&B,http://www.casa-almeida.ch/,,,,,+41 76 443 44 44,,,,,,,,,,,,,,bed_and_breakfast,,,,,,,,,,,,,,
8.9711792,47.4337669,guest_house,BnB Thurgau,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.5563385,47.5308088,guest_house,B&B zum Sternen,http://www.bnb-zumsternen.ch,Dachslenbergstrasse,100,8180,Bülach,+41 44 860 08 73,,,,info@bnb-zumsternen.ch,,,,,,,,,,,,,,,,,,,,,,,,
8.5906486,47.5862981,guest_house,Wydhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferien auf dem Bauernhof,,,
8.6892787,47.5120505,guest_house,,,,,,,,,,,,,,,,,,,,,bed_and_breakfast,,,,,,,,,,,,,,
8.7337958,47.4977376,guest_house,Dependence Huus Zur Vielfalt,,Gärtnerstrasse,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.7325836,47.4983823,guest_house,B&B Huus Zur Vielfalt,,General-Guisan-Strasse,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.7349892,47.5019416,guest_house,Bed & Breakfast Villa Jakobsbrunnen,https://bnb.jakobsbrunnen.ch/,Schwalmenackerstrasse,4,8400,Winterthur,,wlan,,,,,,4,,,no,,no,,,,,,,,,,,,,,,,
8.7679066,47.5400707,guest_house,Gasthaus Schlosshalde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.6790906,47.5922475,guest_house,Bed&Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.4568004,47.7068997,guest_house,Gasthaus Berghof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.6357426,47.6538853,guest_house,Stallstube Riethof,http://www.stallstube.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.6409639,47.6934138,guest_house,Gasthaus zum Engel,,,,,,+41 52 659 39 04 ‎,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.9929102,47.4643304,guest_house,Pension Räubergasse,https://raeubergasse.com/,Flurstrasse,3,8370,Sirnach,+41 77 478 79 88,,,,hoegger@bluewin.ch,,,,,,,,,,,,,,,,,,,,,,,,
9.0133167,47.5031418,guest_house,Thürn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.042195,47.6339946,guest_house,BnB Seerücken,https://rapifun.ch/,Bürenstrasse,1,8558,Raperswilen,,wlan,,,info@rapifun.ch,,,,,,,,,,bed_and_breakfast,,,,,,,,,,,,,,
9.0564922,47.5698508,guest_house,Chalet alte Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0601845,47.5838216,guest_house,Kreuzstrasse,http://www.gasthaus-kreuzstrasse.ch/,,,,,,yes,,,,,,,,no,no,,,,,,,,,,,,,,,,,,
9.1043425,47.5723387,guest_house,Gasthaus zur Rebe,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,
8.8441846,47.6529283,guest_house,Löwen,,Hauptstrasse,10,8259,Kaltenbach,+41 52 741 23 21,,,CH,,restaurant,,,,,,,,,,,,,,,,,,,,,,,
8.8627363,47.652234,guest_house,B&B Gallina,http://www.bnb-gallina.ch/,,,,,+41 52 243 18 89,,,,,,,,,,,,,,bed_and_breakfast,,,,,,,,,,,,,,
8.858359,47.6594597,guest_house,Kleine Schaub,https://www.bnb-kleine-schaub.ch/,,,,,+41 52 533 49 34,wlan,,,info@bnb-kleine-schaub.ch,,,,,no,,,,,,,,,,,,,,,,,,,
9.2150316,47.2155769,guest_house,Restaurant Freihof Germen,http://www.freihof-germen.ch/,,,,,,,,,,restaurant,,,,,,,,,,,,,regional,,,,,,,,,,
9.2240323,47.328563,guest_house,Gästehaus Krone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.2379004,47.346472,guest_house,Hirschen,,Risi,373,9103,Schwellbrunn,,,Tanner Katrin,,,,,,,,,,,,,,,,,,,,,,,,,,
9.2865603,47.4588448,guest_house,B+B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.3325884,47.3407624,guest_house,Hundwiler Höhi,http://www.hundwilerhoehe.ch/,,,9064,Hundwil,+41-71 367 12 16,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,1309,,yes
9.408284,47.3291247,guest_house,B&B Jordi,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,
9.4096343,47.3296486,guest_house,Pilgerherberge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.3431486,47.3749182,guest_house,Am Brunnen Bed & Breakfast,http://ambrunnenbb.ch/,Dorf,6,9063,Stein AR,+41 71 571 19 99,,Manuela Zwicky,,office@ambrunnen-stein.ch,,,5,,,,,,,,,,,,,,,,,,,,,
9.3804233,47.3908927,guest_house,Al Dente,,Hauptstrasse,21,9053,Teufen,,,,,,restaurant,,,,no,,,,"Tu 14:00-18:30; We 14:00-18:00; Th,Fr 09:00-12:00,14:00-18:30; Sa 09:00-12:00,13:00-16:00",,,,,,,,,,,,,,,
9.2245258,47.4692986,guest_house,,https://bnb.ch/de/bnb/2476,,,9246,Niederbüren,,wlan,Silvia & Othmar HARDER,,,,,,,,,,,,bed_and_breakfast,,,,,,,,,,,,,,
9.2397431,47.563946,guest_house,Wellnessfarm in harmony,http://www.wellnessfarm.ch,Hauptstrasse,2,8586,Kümmertshausen,+41 71 695 48 07,,Fabienne & Erwin Toppler-Neuhauser,CH,,,,,,limited,,,outside,,,,,,,,,,,,,,,,
9.4311391,47.5144562,guest_house,Garni Sohnenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garni Sohnenhof,
9.4084453,47.5301154,guest_house,Strohhotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.3422654,47.5828571,guest_house,Frohsinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.3780749,47.5674638,guest_house,Mirasol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.3729498,47.5722122,guest_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.3165202,47.5937839,guest_house,B&B im Riegelhaus,https://www.bnb-im-riegelhaus.ch/,,,,,+41 71 525 07 97,,Ursula Walther & Silvia Gubler,,,,,,info@bnb-im-riegelhaus.ch,,,,,,bed_and_breakfast,,,,,,,,,,,,,,
9.8499558,46.4980716,guest_house,Dimlej Apartments,,Via Dimlej,5,7500,St. Moritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0227577,46.4105854,guest_house,Cambrena,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,
10.1388827,46.5475594,guest_house,B&B Garni Delia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1411729,46.5455382,guest_house,Engadina B&B,,,,,,,,,,,,,3,,,,,,,,,,7,,,,,,,,,,,
10.1106754,46.767738,guest_house,,http://www.appa.ch/21460.htm,Stradun,10,7543,,+41 81 862 27 82,,Heidi Cuonz,CH,heidi.cuonz@gmx.ch,,,,,,,,,,,,,,,,,,,,,,,,
10.1487199,46.7769693,guest_house,Guarda Lodge,https://www.guardalodge.ch/,,,,,,,,,,,,,,,,,,,bed_and_breakfast,,,,,,,,,,,,,,
9.9152897,46.9693445,guest_house,Haus Alphorn,,,46b,6787,St. Gallenkirch,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,,
9.9152689,46.9695193,guest_house,Haus Täscher,,,46a,6787,St. Gallenkirch,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,,
10.2431761,46.7923374,guest_house,Chasa Allegra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
